ID,Age,Gender,Education,Country,Ethnicity,Income (USD),Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Consumo_alto,Consumo_total,Sao_Impulsivos,Consumo_CL6,Consumo_CL6_CL5,uso_ilegal_drugs,uso_legal_drugs
557,45-54,F,Masters degree,UK,White,1000.0,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
558,18-24,F,University degree,UK,White,1000.0,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,CL6,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL0,True,True,False,True,True,True,True
559,25-34,F,University degree,UK,White,1000.0,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
560,18-24,F,University degree,UK,White,1000.0,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,CL5,CL2,CL2,CL0,CL6,CL2,CL3,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,True,True,True,False,True
561,45-54,F,University degree,UK,White,1000.0,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,CL6,CL1,CL1,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,False,True
562,18-24,F,University degree,UK,White,1000.0,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
563,35-44,F,University degree,UK,White,1000.0,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,CL5,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,False,True,True,True,True
564,35-44,F,Masters degree,UK,Other,1000.0,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,CL6,CL0,CL1,CL1,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1,True,True,False,True,True,False,True
565,25-34,F,Masters degree,UK,White,1000.0,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,CL5,CL0,CL3,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,True,True
566,45-54,F,"Some college or university, no certificate or degree",UK,White,1000.0,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,CL2,CL6,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1,True,True,True,True,True,True,True
567,45-54,F,Masters degree,UK,White,1000.0,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,CL5,CL0,CL0,CL1,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,False,True,False,True
568,18-24,F,University degree,UK,White,1000.0,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,CL5,CL2,CL2,CL2,CL5,CL4,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1,True,True,False,True,True,True,True
569,18-24,M,University degree,UK,White,1000.0,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,CL6,CL0,CL2,CL0,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,True,True
570,35-44,M,Masters degree,UK,White,1000.0,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,CL1,CL0,CL0,CL0,CL1,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,True,True,False,False,True,False,True
571,35-44,F,Doctorate degree,UK,White,1000.0,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1,True,True,False,True,True,False,True
572,35-44,F,Professional certificate/ diploma,Australia,White,1000.0,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,True,True,True,False,True
573,18-24,F,Masters degree,UK,White,1000.0,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
574,35-44,M,Professional certificate/ diploma,UK,White,1000.0,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1,True,True,True,True,True,True,True
575,55-64,F,"Some college or university, no certificate or degree",USA,White,1000.0,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,CL5,CL0,CL0,CL2,,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,True,True
576,35-44,F,University degree,UK,White,1000.0,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL5,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
577,35-44,M,Left school at 16 years,UK,White,1000.0,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0,True,True,False,True,True,False,True
578,25-34,F,Masters degree,UK,Other,1000.0,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
579,25-34,F,University degree,UK,White,1000.0,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
580,45-54,F,Masters degree,UK,White,1000.0,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,CL6,CL1,CL0,CL2,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0,True,True,False,True,True,False,True
581,18-24,F,Masters degree,UK,White,1000.0,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
582,35-44,F,"Some college or university, no certificate or degree",UK,White,1000.0,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0,True,True,True,True,True,False,True
583,18-24,M,"Some college or university, no certificate or degree",UK,White,1000.0,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,CL6,CL0,CL4,CL0,CL6,CL5,CL6,CL0,CL0,CL5,CL0,CL4,CL2,CL0,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
584,35-44,F,Professional certificate/ diploma,UK,White,1000.0,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
585,18-24,F,"Some college or university, no certificate or degree",USA,White,1000.0,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,CL5,CL0,CL0,CL3,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,False,True,True,True,True
586,25-34,M,University degree,UK,White,1000.0,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,CL2,CL0,CL2,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,True,True,True,True,True,False,True
587,18-24,M,Professional certificate/ diploma,UK,White,1000.0,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,CL2,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,True,True,True,True,True,True,True
588,18-24,M,"Some college or university, no certificate or degree",UK,White,1000.0,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,CL5,CL5,CL2,CL4,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0,True,True,True,True,True,True,True
589,25-34,F,Left school at 16 years,UK,White,1000.0,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,CL5,CL3,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0,True,True,False,True,True,True,True
590,55-64,F,"Some college or university, no certificate or degree",USA,White,1000.0,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,CL2,CL1,CL0,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,True,True
591,35-44,M,Left school before 16 years,UK,White,1000.0,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,CL3,CL3,CL2,CL1,CL6,CL6,CL5,CL2,CL0,CL2,CL1,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL1,True,True,False,True,True,True,True
592,35-44,F,University degree,UK,White,1000.0,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,CL6,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
593,35-44,F,Professional certificate/ diploma,USA,White,1000.0,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL2,CL3,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,True,True
594,25-34,M,Professional certificate/ diploma,Other,Mixed-White/Black,1000.0,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,CL5,CL0,CL3,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
595,35-44,M,Left school at 16 years,UK,White,1000.0,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,CL5,CL2,CL3,CL4,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL2,CL3,CL2,CL0,CL3,CL0,CL0,CL0,True,True,True,True,True,True,True
596,45-54,M,Professional certificate/ diploma,Other,White,1000.0,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,CL6,CL1,CL1,CL2,CL6,CL1,CL4,CL1,CL1,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0,True,True,False,True,True,False,True
597,18-24,M,Left school at 16 years,UK,White,1000.0,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,CL5,CL2,CL0,CL0,CL5,CL5,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,True,True
598,55-64,F,Professional certificate/ diploma,Canada,White,1000.0,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,CL1,CL1,CL1,CL2,CL6,CL4,CL5,CL1,CL1,CL0,CL0,CL0,CL6,CL1,CL3,CL1,CL1,CL0,CL1,True,True,True,True,True,True,True
599,45-54,F,Professional certificate/ diploma,USA,White,1000.0,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,CL5,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL2,CL3,CL0,CL0,True,True,False,True,True,True,True
600,18-24,M,"Some college or university, no certificate or degree",UK,White,1000.0,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,CL4,CL0,CL2,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL0,True,True,True,True,True,True,True
601,45-54,F,Masters degree,UK,White,1000.0,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
602,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,CL4,CL5,CL0,CL0,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL4,CL0,CL0,CL4,CL6,CL0,CL0,True,True,True,True,True,True,True
603,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL2,True,True,True,True,True,True,True
604,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,CL6,CL3,CL0,CL2,CL6,CL6,CL3,CL0,CL0,CL2,CL0,CL0,CL6,CL3,CL3,CL4,CL6,CL0,CL0,True,True,True,True,True,True,True
605,25-34,M,University degree,USA,White,1000.0,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL3,CL0,CL3,CL5,CL0,CL2,True,True,False,True,True,True,True
606,35-44,F,"Some college or university, no certificate or degree",USA,White,1000.0,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,CL5,CL0,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL5,CL0,CL0,True,True,False,True,True,True,True
607,55-64,F,Masters degree,USA,White,1000.0,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,CL5,CL3,CL1,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0,True,True,False,True,True,True,True
608,18-24,M,University degree,UK,White,1000.0,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,CL5,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,False,True,True,True,True
609,45-54,M,"Some college or university, no certificate or degree",USA,White,1000.0,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,CL2,CL1,CL0,CL0,CL6,CL3,CL3,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0,True,True,False,True,True,True,True
610,25-34,M,University degree,UK,White,1000.0,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,CL6,CL6,CL4,CL4,CL6,CL6,CL6,CL6,CL2,CL4,CL2,CL3,CL4,CL2,CL0,CL3,CL1,CL0,CL5,True,True,True,True,True,True,True
611,55-64,F,Professional certificate/ diploma,Canada,White,1000.0,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,CL4,CL1,CL0,CL1,CL5,CL5,CL4,CL3,CL3,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL1,CL0,CL1,True,True,True,False,True,True,True
612,25-34,M,"Some college or university, no certificate or degree",UK,White,1000.0,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,CL6,CL1,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,True,True
613,25-34,M,University degree,UK,White,1000.0,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL2,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL6,CL0,CL2,True,True,True,True,True,True,True
614,35-44,M,University degree,UK,White,1000.0,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,CL1,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL4,CL0,CL1,CL5,CL1,CL0,CL2,CL1,CL0,CL0,True,True,False,True,True,True,True
615,25-34,F,Masters degree,UK,White,1000.0,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,CL6,CL3,CL2,CL5,CL5,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL0,CL0,CL2,CL6,CL0,CL1,True,True,True,True,True,True,True
616,25-34,F,Left school before 16 years,USA,White,1000.0,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,CL3,CL2,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL3,CL3,CL2,CL6,CL0,CL2,True,True,True,True,True,True,True
617,35-44,F,Masters degree,UK,White,1000.0,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,CL6,CL0,CL0,CL1,CL6,CL2,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1,True,True,True,True,True,False,True
618,45-54,F,"Some college or university, no certificate or degree",USA,White,1000.0,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,CL2,CL6,CL1,CL6,CL6,CL6,CL6,CL2,CL1,CL0,CL0,CL0,CL2,CL1,CL2,CL4,CL4,CL0,CL0,True,True,True,True,True,True,True
619,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,1000.0,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL0,CL5,CL2,CL0,CL2,CL6,CL0,CL1,True,True,False,True,True,True,True
620,25-34,F,University degree,UK,White,1000.0,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,True,True,True,True,True
621,55-64,M,Masters degree,UK,White,1000.0,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
622,18-24,M,Left school at 18 years,UK,White,1000.0,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL4,CL2,CL0,CL0,CL0,CL6,CL0,CL2,True,True,True,True,True,True,True
623,35-44,M,Masters degree,UK,White,1000.0,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0,True,True,True,True,True,False,True
624,35-44,F,Masters degree,UK,White,1000.0,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
625,45-54,F,Masters degree,UK,White,1000.0,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL2,CL0,CL1,True,True,True,True,True,False,True
626,35-44,F,Doctorate degree,UK,White,1000.0,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,CL6,CL0,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,True,True,False,True,True,False,True
627,35-44,F,Professional certificate/ diploma,UK,White,1000.0,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0,True,True,False,True,True,False,True
628,35-44,M,University degree,UK,White,1000.0,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,CL6,CL1,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0,True,True,False,True,True,False,True
629,35-44,M,Doctorate degree,UK,White,1000.0,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,CL5,CL1,CL1,CL2,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,True,True,False,True,True,True,True
630,25-34,F,Doctorate degree,UK,White,1000.0,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,True,True
631,45-54,F,Doctorate degree,UK,Mixed-White/Black,1000.0,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,CL5,CL0,CL0,CL1,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,False,True
632,35-44,F,Doctorate degree,UK,White,1000.0,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL5,CL0,CL0,True,True,False,True,True,False,True
633,18-24,F,University degree,UK,White,1000.0,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
634,18-24,F,University degree,UK,White,1000.0,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,CL5,CL0,CL2,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
635,25-34,F,Masters degree,UK,White,1000.0,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,CL5,CL0,CL2,CL2,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL2,CL5,CL0,CL0,True,True,False,True,True,True,True
636,35-44,F,Doctorate degree,UK,White,1000.0,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,CL6,CL3,CL3,CL6,CL6,CL5,CL5,CL5,CL0,CL5,CL1,CL3,CL3,CL2,CL1,CL2,CL6,CL0,CL1,True,True,False,True,True,True,True
637,35-44,M,University degree,UK,White,1000.0,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,CL5,CL2,CL2,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL1,CL0,CL2,CL1,CL0,CL0,True,True,False,True,True,True,True
638,45-54,F,University degree,UK,White,1000.0,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
639,35-44,F,Professional certificate/ diploma,Canada,White,1000.0,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
640,18-24,F,University degree,UK,White,1000.0,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
641,25-34,M,Left school at 16 years,UK,White,1000.0,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,CL5,CL1,CL2,CL3,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
642,45-54,M,University degree,UK,White,1000.0,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
643,35-44,M,Masters degree,UK,White,1000.0,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,CL5,CL1,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL4,CL0,CL0,CL1,CL1,CL0,CL1,True,True,False,True,True,True,True
644,25-34,F,Masters degree,UK,Black,1000.0,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,CL5,CL0,CL0,CL0,CL4,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,True,True
